...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
125,159,309.0980124,309.0980124,309.0979763851,16367977,308861,124.8,-1,-0.1165162434,0.9273516749,0.8889259164000001,0.9408806766,7,1.2,0.4666666667,O7,de-protonated,0,NA,C15 H18 O7,15,18,7,NA
126,160,309.1343963,309.1343963,309.1343618944,8956270,301137,67.2,-1,-0.1112964298,0.9334983487,0.8543921859,0.9291186711,6,1.375,0.375,O6,de-protonated,0,NA,C16 H22 O6,16,22,6,NA
127,161,309.1707519,309.1707519,309.1707474038,2383219,344121,16,-1,-0.0145426647,0.9988257505,0.5,0.8491780254,5,1.5294117647,0.2941176471,O5,de-protonated,0,NA,C17 H26 O5,17,26,5,NA
128,166,311.0409387,311.0409387,311.0408554308,5717631,329477,42,-1,-0.2677115378,0.67155208,0,0.235043228,8,0.9230769231,0.6923076923,O9,de-protonated,0,NA,C13 H12 O9,13,12,9,NA
129,167,311.0773367,311.0773367,311.0772409402,12122756,310571,91.8,-1,-0.3078330036,0.5906977118,0.9830576419,0.6229098857,7,1.1428571429,0.5714285714,O8,de-protonated,0,NA,C14 H16 O8,14,16,8,NA
130,168,311.0992371,311.0992371,311.0983703083,13517447,290695,102.7,-1,-2.7862304171,1.860592331e-19,0.8546356781000001,0.25639070340000003,2,1.8181818182,0.9090909091,O10,de-protonated,0,NA,C11 H20 O10,11,20,10,NA
131,169,311.1136617,311.1136617,311.1136264495,19778184,313683,151.4,-1,-0.1133041247,0.9311627097,0.9700480442,0.8538485565,6,1.3333333333,0.4666666667,O7,de-protonated,0,NA,C15 H20 O7,15,20,7,NA
132,170,311.1500231,311.1500231,311.1500119589,3668110,302476,26,-1,-0.0358061141,0.9929026515,0.5,0.8450318561,5,1.5,0.375,O6,de-protonated,0,NA,C16 H24 O6,16,24,6,NA
133,171,311.1687018,311.1687018,311.171141327,17377936,311628,132.7,-1,7.8398241436,5.078125367e-149,0.8254729495,0.2476418848,0,2.1538461538,0.6153846154,O8,de-protonated,0,NA,C13 H28 O8,13,28,8,NA
134,177,313.0202588,313.0202588,313.0201199859,1635483,354978,10.1,-1,-0.4434671229,0.3353526155,0.5,0.3847468309,8,0.8333333333,0.8333333333,O10,de-protonated,0,NA,C12 H10 O10,12,10,10,NA
135,178,313.0355209,313.0355209,313.0353761272,1419421,318623,8.5,-1,-0.4624807869,0.3047482285,0.5,0.3633237599,12,0.625,0.4375,O7,de-protonated,0,NA,C16 H10 O7,16,10,7,NA
136,179,313.0565417,313.0565417,313.0565054953,7531424,306641,55.6,-1,-0.1156492424,0.9283892799,0,0.32493624800000004,7,1.0769230769,0.6923076923,O9,de-protonated,0,NA,C13 H14 O9,13,14,9,NA
137,180,313.0784761,313.0784761,313.0776348634,2372003,351746,15.8,-1,-2.6869905565,3.803321349e-18,0.5,0.15,2,1.8,1.1,O11,de-protonated,0,NA,C10 H18 O11,10,18,11,NA
138,181,313.092941,313.092941,313.0928910046,16374693,299503,123.7,-1,-0.15968220560000002,0.8679181939,0.9849542299,0.9481684427,6,1.2857142857,0.5714285714,O8,de-protonated,0,NA,C14 H18 O8,14,18,8,NA
139,182,313.0958853,313.0958853,313.0928910046,1938341,375231,12.5,-1,-9.56360061,2.1097015799999994e-221,0.5,0.15,6,1.2857142857,0.5714285714,O8,de-protonated,0,NA,C14 H18 O8,14,18,8,NA
140,183,313.1292711,313.1292711,313.129276514,9571242,294405,71.3,-1,0.01729005,0.9983405682,0.9196767413,0.8580208123,5,1.4666666667,0.4666666667,O7,de-protonated,0,NA,C15 H22 O7,15,22,7,NA
141,186,315.0357464,315.0357464,315.0357700503,2336959,388754,15.5,-1,0.07507193870000001,0.9691751039,0.5,0.8284225727000001,7,1,0.8333333333,O10,de-protonated,0,NA,C12 H12 O10,12,12,10,NA
142,187,315.0511245,315.0511245,315.0510261916,2200769,380874,14.5,-1,-0.312039514,0.5822024785000001,0.5,0.5575417349,11,0.75,0.4375,O7,de-protonated,0,NA,C16 H12 O7,16,12,7,NA
143,188,315.0721834,315.0721834,315.0721555597,7090372,310223,52.2,-1,-0.088361568,0.9575508219,0.7277794883,0.5665965510000001,6,1.2307692308,0.6923076923,O9,de-protonated,0,NA,C13 H16 O9,13,16,9,NA
144,189,315.0874517,315.0874517,315.087411701,2724038,279165,18.5,-1,-0.126945677,0.9143618249,0.5,0.7900532774,10,0.9411764706,0.3529411765,O6,de-protonated,0,NA,C17 H16 O6,17,16,6,NA
145,190,315.1085715,315.1085715,315.1085410691,7677130,321887,56.7,-1,-0.0965727088,0.9495066818,0,0.3323273386,5,1.4285714286,0.5714285714,O8,de-protonated,0,NA,C14 H20 O8,14,20,8,NA
146,191,315.1238399,315.1238399,315.1237972104,1850572,359668,11.8,-1,-0.1354693009,0.903070031,0.5,0.7821490217,9,1.1111111111,0.2777777778,O5,de-protonated,0,NA,C18 H20 O5,18,20,5,NA
147,192,315.1449591,315.1449591,315.1449265785,2187471,352535,14.4,-1,-0.1031953821,0.9425533986,0.5,0.8097873790000001,4,1.6,0.4666666667,O7,de-protonated,0,NA,C15 H24 O7,15,24,7,NA
148,193,315.2542133,315.2542133,315.2540831067,1369055,445956,8.1,-1,-0.4129791023,0.38770534,0.5,0.421393738,1,2,0.2222222222,O4,de-protonated,0,NA,C18 H36 O4,18,36,4,NA
149,195,317.0304481,317.0304481,317.0302907467,2852325,327811,19.5,-1,-0.4963351453,0.2544621435,0.5,0.3281235004,11,0.6666666667000001,0.5333333333,O8,de-protonated,0,NA,C15 H10 O8,15,10,8,NA
150,196,317.0515501,317.0515501,317.0514201148,1598184,368937,9.8,-1,-0.4099813715,0.3930556683,0.5,0.4251389678,6,1.1666666667,0.8333333333,O10,de-protonated,0,NA,C12 H14 O10,12,14,10,NA
151,197,317.0667724,317.0667724,317.0666762561,3852266,306898,27.2,-1,-0.303229252,0.60000211,0.5,0.570001477,10,0.875,0.4375,O7,de-protonated,0,NA,C16 H14 O7,16,14,7,NA
152,198,317.0879214,317.0879214,317.0878056242,2402542,235636,16,-1,-0.3651221825,0.4768112876,0.5,0.4837679013,5,1.3846153846,0.6923076923,O9,de-protonated,0,NA,C13 H18 O9,13,18,9,NA
153,199,317.1030787,317.1030787,317.1030617655,4206064,300990,29.9,-1,-0.0534037948,0.9842806082,0,0.3444982129,9,1.0588235294,0.3529411765,O6,de-protonated,0,NA,C17 H18 O6,17,18,6,NA
154,200,317.124237,317.124237,317.1241911336,1800435,339862,11.4,-1,-0.1446323197,0.8902847419000001,0.5,0.7731993193000001,4,1.5714285714,0.5714285714,O8,de-protonated,0,NA,C14 H22 O8,14,22,8,NA
155,201,317.1394434,317.1394434,317.1394472749,2535925,293323,17.1,-1,0.0122182134,0.9991709842,0.5,0.8494196889000001,8,1.2222222222,0.2777777778,O5,de-protonated,0,NA,C18 H22 O5,18,22,5,NA
156,202,319.0096391,319.0096391,319.0095553018,2075920,375464,13.5,-1,-0.2626823565,0.6815780158,0.5,0.6271046111,11,0.5714285714,0.6428571429000001,O9,de-protonated,0,NA,C14 H8 O9,14,8,9,NA
157,203,319.0459703,319.0459703,319.0459408112,5973781,314574,43.5,-1,-0.0924280603,0.9536478431,0,0.3337767451,10,0.8,0.5333333333,O8,de-protonated,0,NA,C15 H12 O8,15,12,8,NA
158,204,319.0823862,319.0823862,319.0823263206,7489307,329267,55.2,-1,-0.1876613279,0.8223010218,0.8491614831000001,0.8718235801,9,1,0.4375,O7,de-protonated,0,NA,C16 H16 O7,16,16,7,NA
159,205,319.1175826,319.1175826,319.11871183,2026784,331658,13.1,-1,3.5385890243,6.1449167810000015e-31,0.5,0.15,8,1.1764705882,0.3529411765,O6,de-protonated,0,NA,C17 H20 O6,17,20,6,NA
160,206,319.1187739,319.1187739,319.11871183,7415585,336487,54.7,-1,-0.1945045103,0.8104401345000001,0,0.28365404710000003,8,1.1764705882,0.3529411765,O6,de-protonated,0,NA,C17 H20 O6,17,20,6,NA
161,207,319.1552584,319.1552584,319.1550973394,2806054,283901,19.1,-1,-0.504646944,0.2429680778,0.5,0.3200776544,7,1.3333333333,0.2777777778,O5,de-protonated,0,NA,C18 H24 O5,18,24,5,NA
162,210,321.0252242,321.0252242,321.0252053663,4894793,339247,35.2,-1,-0.0586673676,0.9810602106,0,0.34337107370000003,10,0.7142857143,0.6428571429000001,O9,de-protonated,0,NA,C14 H10 O9,14,10,9,NA
163,211,321.0604383,321.0604383,321.0615908757,2422350,431167,16.2,-1,3.5898896453,8.057225611000001e-32,0.5,0.15,9,0.9333333333,0.5333333333,O8,de-protonated,0,NA,C15 H14 O8,15,14,8,NA
164,212,321.0616964,321.0616964,321.0615908757,8962126,314586,66.6,-1,-0.3286731344,0.5487322799000001,0,0.192056298,9,0.9333333333,0.5333333333,O8,de-protonated,0,NA,C15 H14 O8,15,14,8,NA
165,213,321.0980602,321.0980602,321.0979763851,12980308,316392,97.5,-1,-0.2610260459,0.6848704814000001,0.944521611,0.6676673135,8,1.125,0.4375,O7,de-protonated,0,NA,C16 H18 O7,16,18,7,NA
166,214,321.133075,321.133075,321.1343618944,2541658,404501,17.1,-1,4.0073396119,1.795754897e-39,0.5,0.15,7,1.2941176471,0.3529411765,O6,de-protonated,0,NA,C17 H22 O6,17,22,6,NA
167,215,321.1344236,321.1344236,321.1343618944,10025050,310400,74.8,-1,-0.192148702,0.81455172,0.8810815104,0.8618236714,7,1.2941176471,0.3529411765,O6,de-protonated,0,NA,C17 H22 O6,17,22,6,NA
168,216,321.1707903,321.1707903,321.1707474038,2058336,340424,13.4,-1,-0.133561873,0.9056482444,0.5,0.7839537711,6,1.4444444444,0.2777777778,O5,de-protonated,0,NA,C18 H26 O5,18,26,5,NA
169,221,323.0046556,323.0046556,323.0044699214,2070918,328594,13.3,-1,-0.5748484226,0.1594799178,0.5,0.2616359425,10,0.6153846154,0.7692307692,O10,de-protonated,0,NA,C13 H8 O10,13,8,10,NA
170,222,323.0409079,323.0409079,323.0408554308,7213453,311053,52.6,-1,-0.1624228788,0.8636720317000001,0,0.3022852111,9,0.8571428571,0.6428571429000001,O9,de-protonated,0,NA,C14 H12 O9,14,12,9,NA
171,223,323.077319,323.077319,323.0772409402,13549970,297621,100.9,-1,-0.2416135572,0.7230208035,0.8214730326,0.8127038063,8,1.0666666667,0.5333333333,O8,de-protonated,0,NA,C15 H16 O8,15,16,8,NA
172,224,323.1137096,323.1137096,323.1136264495,18792856,292842,141,-1,-0.2573412272,0.6921767555,0.9231609646,0.8225489479,7,1.25,0.4375,O7,de-protonated,0,NA,C16 H20 O7,16,20,7,NA
173,225,323.150081,323.150081,323.1500119589,7102879,309909,51.7,-1,-0.2136502252,0.7760089579,0.907921758,0.5681112089,6,1.4117647059,0.3529411765,O6,de-protonated,0,NA,C17 H24 O6,17,24,6,NA
174,226,323.1887312,323.1887312,323.1863974683,1921957,409884,12.2,-1,-7.2210083928,1.5567469139999998e-126,0.5,0.15,5,1.5555555556,0.2777777778,O5,de-protonated,0,NA,C18 H28 O5,18,28,5,NA
175,232,325.0199665,325.0199665,325.0201199859,2322775,201862,15.3,-1,0.4722349743,0.2896964857,0.5,0.35278754,9,0.7692307692,0.7692307692,O10,de-protonated,0,NA,C13 H10 O10,13,10,10,NA
176,233,325.0565449,325.0565449,325.0565054953,8570589,287802,62.9,-1,-0.121224301,0.9216030048,0.9017222844,0.9013806068,8,1,0.6428571429000001,O9,de-protonated,0,NA,C14 H14 O9,14,14,9,NA
177,234,325.0929328,325.0929328,325.0928910046,19845860,286258,149,-1,-0.12856437210000002,0.9122632727,0.9828097262,0.7837347848,7,1.2,0.5333333333,O8,de-protonated,0,NA,C15 H18 O8,15,18,8,NA
178,235,325.1293164,325.1293164,325.129276514,13439721,268367,100.1,-1,-0.1226772917,0.9197903237,0.9837614457,0.9669169131,6,1.375,0.4375,O7,de-protonated,0,NA,C16 H22 O7,16,22,7,NA
179,236,325.1658297,325.1658297,325.1656620234,2103536,434746,13.6,-1,-0.5156651344000001,0.2282575399,0.5,0.3097802779,5,1.5294117647,0.3529411765,O6,de-protonated,0,NA,C17 H26 O6,17,26,6,NA
180,237,325.1843499,325.1843499,325.1867913915,18477810,290744,138.5,-1,7.5079664034,9.874327534999998e-137,0.7817764222,0.2345329267,0,2.1428571429,0.5714285714,O8,de-protonated,0,NA,C14 H30 O8,14,30,8,NA
181,242,327.0358395,327.0358395,327.0357700503,3976246,350090,27.9,-1,-0.2123610332,0.7783803078,0.5,0.6948662155,8,0.9230769231,0.7692307692,O10,de-protonated,0,NA,C13 H12 O10,13,12,10,NA
182,243,327.0511461,327.0511461,327.0510261916,1612344,398277,9.8,-1,-0.3666350494,0.4738877619,0.5,0.4817214333,12,0.7058823529,0.4117647059,O7,de-protonated,0,NA,C17 H12 O7,17,12,7,NA
183,244,327.0721872,327.0721872,327.0721555597,11072572,249107,82,-1,-0.0967378884,0.9493382597,0.7963341385,0.837393248,7,1.1428571429,0.6428571429000001,O9,de-protonated,0,NA,C14 H16 O9,14,16,9,NA
184,245,327.1085686,327.1085686,327.1085410691,18703426,270248,140.3,-1,-0.0841643734,0.9614107276,0.9078848702,0.9325629262,6,1.3333333333,0.5333333333,O8,de-protonated,0,NA,C15 H20 O8,15,20,8,NA
185,246,327.1449384,327.1449384,327.1449265785,4286025,248902,30.2,-1,-0.0361353642,0.9927720011,0,0.34747020040000004,5,1.5,0.4375,O7,de-protonated,0,NA,C16 H24 O7,16,24,7,NA
186,249,329.0305686,329.0305686,329.0302907467,1782433,318925,11.1,-1,-0.8444610824000001,0.0190298338,0.5,0.1633208837,12,0.625,0.5,O8,de-protonated,0,NA,C16 H10 O8,16,10,8,NA
187,250,329.0513879,329.0513879,329.0514201148,4773285,272112,33.9,-1,0.097902097,0.9481438921,0.5,0.8137007245000001,7,1.0769230769,0.7692307692,O10,de-protonated,0,NA,C13 H14 O10,13,14,10,NA
188,251,329.066649,329.066649,329.0666762561,2829736,293621,19.1,-1,0.0828285294,0.9626029557,0.5,0.8238220690000001,11,0.8235294118,0.4117647059,O7,de-protonated,0,NA,C17 H14 O7,17,14,7,NA
189,252,329.0878176,329.0878176,329.0878056242,9751980,287794,71.9,-1,-0.0363908705,0.9926698009,0,0.3474344303,6,1.2857142857,0.6428571429000001,O9,de-protonated,0,NA,C14 H18 O9,14,18,9,NA
190,253,329.1031056,329.1031056,329.1030617655,2785199,324807,18.8,-1,-0.1331938592,0.9061423086,0.5,0.7842996160000001,10,1,0.33333333330000003,O6,de-protonated,0,NA,C18 H18 O6,18,18,6,NA
191,254,329.1241958,329.1241958,329.1241911336,6550963,247100,47.5,-1,-0.0141782571,0.9988838291,0.8062761635,0.7702004016,5,1.4666666667,0.5333333333,O8,de-protonated,0,NA,C15 H22 O8,15,22,8,NA
192,255,329.1393241,329.1393241,329.1394472749,1391798,239361,8.1,-1,0.3742331052,0.4592971594,0.5,0.4715080116,9,1.1578947368,0.2631578947,O5,de-protonated,0,NA,C19 H22 O5,19,22,5,NA
193,257,331.0095091,331.0095091,331.0095553018,1660444,294557,10.2,-1,0.13957850330000002,0.8974173838,0.5,0.7781921687000001,12,0.5333333333,0.6000000000000001,O9,de-protonated,0,NA,C15 H8 O9,15,8,9,NA
194,258,331.0458607,331.0458607,331.0459408112,5107491,296728,36.5,-1,0.241994215,0.7222817357,0,0.2527986075,11,0.75,0.5,O8,de-protonated,0,NA,C16 H12 O8,16,12,8,NA
195,259,331.067106,331.067106,331.0670701793,3020071,310004,20.6,-1,-0.1081977075,0.9370323557,0.5,0.8059226490000001,6,1.2307692308,0.7692307692,O10,de-protonated,0,NA,C13 H16 O10,13,16,10,NA
196,260,331.082282,331.082282,331.0823263206,4845355,277596,34.5,-1,0.1338657591,0.9052394489,0,0.31683380710000003,10,0.9411764706,0.4117647059,O7,de-protonated,0,NA,C17 H16 O7,17,16,7,NA
197,261,331.1034841,331.1034841,331.1034556887,3377967,307050,23.3,-1,-0.0858079648,0.9599197483,0.5,0.8219438238000001,5,1.4285714286,0.6428571429000001,O9,de-protonated,0,NA,C14 H20 O9,14,20,9,NA
198,262,331.1187322,331.1187322,331.11871183,4491058,290927,31.8,-1,-0.061518809,0.979194137,0,0.342717948,9,1.1111111111,0.33333333330000003,O6,de-protonated,0,NA,C18 H20 O6,18,20,6,NA
199,263,331.1550195,331.1550195,331.1550973394,2101561,347752,13.6,-1,0.2350540762,0.7356897601,0.5,0.6649828321,8,1.2631578947,0.2631578947,O5,de-protonated,0,NA,C19 H24 O5,19,24,5,NA
200,265,333.0251653,333.0251653,333.0252053663,3842738,274001,26.5,-1,0.1203101017,0.9227342524,0.5,0.7959139767000001,11,0.6666666667000001,0.6000000000000001,O9,de-protonated,0,NA,C15 H10 O9,15,10,9,NA
201,266,333.0615868,333.0615868,333.0615908757,7265466,291436,52.4,-1,0.0122370175,0.9991684315,0.7705574003,0.929820645,10,0.875,0.5,O8,de-protonated,0,NA,C16 H14 O8,16,14,8,NA
202,267,333.0980102,333.0980102,333.0979763851,8663233,286246,62.9,-1,-0.1015164831,0.9443548217,0.8401124228,0.9174054465,9,1.0588235294,0.4117647059,O7,de-protonated,0,NA,C17 H18 O7,17,18,7,NA
203,268,333.1343751,333.1343751,333.1343618944,7467209,283089,53.9,-1,-0.0396403144,0.9913082463,0,0.3469578862,8,1.2222222222,0.33333333330000003,O6,de-protonated,0,NA,C18 H22 O6,18,22,6,NA
204,269,333.17069,333.17069,333.1707474038,2428112,325337,15.9,-1,0.17229553890000002,0.8479608188000001,0.5,0.7435725732,7,1.3684210526,0.2631578947,O5,de-protonated,0,NA,C19 H26 O5,19,26,5,NA
205,273,335.0045825,335.0045825,335.0044699214,1621590,331076,9.8,-1,-0.33605106830000003,0.5339833237,0.5,0.5237883266,11,0.5714285714,0.7142857143,O10,de-protonated,0,NA,C14 H8 O10,14,8,10,NA
206,274,335.0408772,335.0408772,335.0408554308,7998047,288012,57.9,-1,-0.0649748393,0.97681885449999994,0,0.3418865991,10,0.8,0.6000000000000001,O9,de-protonated,0,NA,C15 H12 O9,15,12,9,NA
207,275,335.0772502,335.0772502,335.0772409402,10834534,288144,79.3,-1,-0.0276349459,0.9957662641,0.8401807377,0.8225354289,9,1,0.5,O8,de-protonated,0,NA,C16 H16 O8,16,16,8,NA
208,276,335.1136212,335.1136212,335.1136264495,15315566,273281,113.1,-1,0.0156649641,0.998637645,0.9138237926,0.9310046881,8,1.1764705882,0.4117647059,O7,de-protonated,0,NA,C17 H20 O7,17,20,7,NA
209,277,335.1500019,335.1500019,335.1500119589,8672886,268316,63,-1,0.0300132084,0.9950080974,0,0.3482528341,7,1.3333333333,0.33333333330000003,O6,de-protonated,0,NA,C18 H24 O6,18,24,6,NA
210,281,337.0200679,337.0200679,337.0201199859,3517979,265005,24.1,-1,0.1545482449,0.8757318577000001,0.5,0.7630123004,10,0.7142857143,0.7142857143,O10,de-protonated,0,NA,C14 H10 O10,14,10,10,NA
211,282,337.0565141,337.0565141,337.0565054953,10800163,286331,79,-1,-0.0255290955,0.9963857986,0.9896311697,0.9115599462,9,0.9333333333,0.6000000000000001,O9,de-protonated,0,NA,C15 H14 O9,15,14,9,NA
212,283,337.0929031,337.0929031,337.0928910046,19156012,290258,142.1,-1,-0.0358813958,0.9928728828,0.8766440255,0.9187230766,8,1.125,0.5,O8,de-protonated,0,NA,C16 H18 O8,16,18,8,NA
213,284,337.129276,337.129276,337.129276514,20118580,288125,149.4,-1,0.0015246996,0.999987085,0.9170452347,0.9316287599,7,1.2941176471,0.4117647059,O7,de-protonated,0,NA,C17 H22 O7,17,22,7,NA
214,285,337.1656717,337.1656717,337.1656620234,5110844,286506,36.1,-1,-0.0286998229,0.9954344548,0.7474722629,0.8711394169000001,6,1.4444444444,0.33333333330000003,O6,de-protonated,0,NA,C18 H26 O6,18,26,6,NA
215,287,337.311207,337.311207,337.3112040609,2661982,302635,17.6,-1,-0.0087131929,0.9995783127,0.5,0.8497048189,2,1.9090909091,0.0909090909,O2,de-protonated,0,NA,C22 H42 O2,22,42,2,NA
216,292,339.0358179,339.0358179,339.0357700503,6651385,258454,47.7,-1,-0.1411345296,0.8952423067,0,0.3133348074,9,0.8571428571,0.7142857143,O10,de-protonated,0,NA,C14 H12 O10,14,12,10,NA
217,293,339.0721932,339.0721932,339.0721555597,15277570,280042,112.8,-1,-0.1110096159,0.9338290756,0.8309799658,0.9047749594,8,1.0666666667,0.6000000000000001,O9,de-protonated,0,NA,C15 H16 O9,15,16,9,NA
218,294,339.1085198,339.1085198,339.1085410691,27971082,278768,208.6,-1,0.0627206691,0.9783821862,0.9977416675,0.9610780224,7,1.25,0.5,O8,de-protonated,0,NA,C16 H20 O8,16,20,8,NA
219,295,339.1449208,339.1449208,339.1449265785,13530644,268067,99.6,-1,0.0170384352,0.9983884762,0.8219530438,0.8935073622,6,1.4117647059,0.4117647059,O7,de-protonated,0,NA,C17 H24 O7,17,24,7,NA
220,296,339.1813385,339.1813385,339.1813120879,1689629,345858,10.3,-1,-0.07787020060000001,0.966873508,0.5,0.8268114556,5,1.5555555556,0.33333333330000003,O6,de-protonated,0,NA,C18 H28 O6,18,28,6,NA
221,297,339.1999904,339.1999904,339.202441456,13653537,278694,100.6,-1,7.2259385047,1.0480209049999999e-126,0.7072098192,0.2121629458,0,2.1333333333,0.5333333333,O8,de-protonated,0,NA,C15 H32 O8,15,32,8,NA
222,302,341.0151036,341.0151036,341.0150346054,1820649,302366,11.3,-1,-0.2023211688,0.7965938669,0.5,0.7076157068000001,9,0.7692307692,0.8461538462,O11,de-protonated,0,NA,C13 H10 O11,13,10,11,NA
223,303,341.0303203,341.0303203,341.0302907467,1445613,318178,8.4,-1,-0.0866587991,0.9591375159,0.5,0.8213962612,13,0.5882352941,0.4705882353,O8,de-protonated,0,NA,C17 H10 O8,17,10,8,NA
224,304,341.0514123,341.0514123,341.0514201148,10622962,287771,77.7,-1,0.0229139171,0.997087319,0,0.3489805617,8,1,0.7142857143,O10,de-protonated,0,NA,C14 H14 O10,14,14,10,NA
225,305,341.0668286,341.0668286,341.0666762561,1903606,321062,11.9,-1,-0.446668941,0.3300845817,0.5,0.3810592072,12,0.7777777778,0.3888888889,O7,de-protonated,0,NA,C18 H14 O7,18,14,7,NA
226,306,341.0878108,341.0878108,341.0878056242,23494652,282787,174.8,-1,-0.0151743674,0.9987215877,0.9830266963,0.9288257844,7,1.2,0.6000000000000001,O9,de-protonated,0,NA,C15 H18 O9,15,18,9,NA
227,307,341.1030907,341.1030907,341.1030617655,1356032,369219,7.8,-1,-0.08482628860000001,0.9608134633,0.5,0.8225694243,11,0.9473684211,0.3157894737,O6,de-protonated,0,NA,C19 H18 O6,19,18,6,NA
228,308,341.1241875,341.1241875,341.1241911336,23142406,289575,172.2,-1,0.0106518174,0.9993698585,0.9323255565,0.956842623,6,1.375,0.5,O8,de-protonated,0,NA,C16 H22 O8,16,22,8,NA
229,309,341.1605367,341.1605367,341.160576643,4548623,308598,31.9,-1,0.1170796967,0.9266738205,0,0.32433583720000003,5,1.5294117647,0.4117647059,O7,de-protonated,0,NA,C17 H26 O7,17,26,7,NA
230,310,341.1970165,341.1970165,341.1969621524,3606552,313288,24.7,-1,-0.1592852365,0.8685289419000001,0,0.3039851297,4,1.6666666667,0.33333333330000003,O6,de-protonated,0,NA,C18 H30 O6,18,30,6,NA
231,313,343.0307293,343.0307293,343.0306846699,3142652,293743,21,-1,-0.13010521900000002,0.910245502,0.5,0.7871718514,8,0.9230769231,0.8461538462,O11,de-protonated,0,NA,C13 H12 O11,13,12,11,NA
232,314,343.0460318,343.0460318,343.0459408112,3303936,300317,22.2,-1,-0.26523793630000003,0.6764885251,0.5,0.6235419675,12,0.7058823529,0.4705882353,O8,de-protonated,0,NA,C17 H12 O8,17,12,8,NA
233,315,343.0670543,343.0670543,343.0670701793,10760710,289319,77.8,-1,0.0462862903,0.9881682156,0,0.3458588755,7,1.1428571429,0.7142857143,O10,de-protonated,0,NA,C14 H16 O10,14,16,10,NA
234,316,343.0823606,343.0823606,343.0823263206,3854858,321022,26.3,-1,-0.0999159982,0.9460477273,0,0.33111670460000003,11,0.8888888889000001,0.3888888889,O7,de-protonated,0,NA,C18 H16 O7,18,16,7,NA
235,317,343.1034588,343.1034588,343.1034556887,16122383,295741,117.7,-1,-0.0090681502,0.9995432635,0.9223021406,0.9587622168,6,1.3333333333,0.6000000000000001,O9,de-protonated,0,NA,C15 H20 O9,15,20,9,NA
236,318,343.1187828,343.1187828,343.11871183,3580948,308519,24.2,-1,-0.2068381187,0.7884566763,0,0.2759598367,10,1.0526315789,0.3157894737,O6,de-protonated,0,NA,C19 H20 O6,19,20,6,NA
237,319,343.1398686,343.1398686,343.1398411981,6024730,308967,42.5,-1,-0.07985644950000001,0.96519215840000006,0,0.3378172554,5,1.5,0.5,O8,de-protonated,0,NA,C16 H24 O8,16,24,8,NA
238,320,343.1550843,343.1550843,343.1550973394,1372957,398376,7.8,-1,0.0379984313,0.992010527,0.5,0.8444073689,9,1.2,0.25,O5,de-protonated,0,NA,C20 H24 O5,20,24,5,NA
239,322,345.0252576,345.0252576,345.0252053663,3010080,251853,20,-1,-0.1513909794,0.8804439167,0.5,0.7663107417,12,0.625,0.5625,O9,de-protonated,0,NA,C16 H10 O9,16,10,9,NA
240,323,345.0462737,345.0462737,345.0463347344,2823206,293387,18.6,-1,0.1768875352,0.8404406936000001,0.5,0.7383084855000001,7,1.0769230769,0.8461538462,O11,de-protonated,0,NA,C13 H14 O11,13,14,11,NA
241,324,345.0616048,345.0616048,345.0615908757,4832299,294979,33.6,-1,-0.0403531422,0.990994263,0,0.346847992,11,0.8235294118,0.4705882353,O8,de-protonated,0,NA,C17 H14 O8,17,14,8,NA
